uuid,code_menage,nom_chef,commune,date_enquete,enqueteur,satisfaction,delai_reception_jours,montant_recu_htg,utilisation_principale,connait_mecanisme_plainte,score_fcs,score_rcsi,telephone,gps_latitude,gps_longitude,duree_entretien_min
uuid:000067-acted,MEN-00010,Georges,Cap-Haitien,2026-03-15,ENQ01 Mirlande Delva,2,16,9 000,Nourriture,non,22.6,25,+50937510145,18.81549,-73.02037,28
uuid:000377-acted,MEN-00624,Cadet,GONAIVES,2026-03-12,ENQ06 Josue Belizaire,4,15,6000,Nourriture,oui,22.8,4,+50943574898,19.28431,-72.03092,27
uuid:000078-acted,MEN-00940,Lafleur,Cap-Haitien,2025-11-14,ENQ02 Kervens Sanon,2,17,6000,Nourriture,non,40.1,33,+50944210303,18.49942,-74.12652,16
uuid:000247-acted,MEN-00342,Lafleur,SAINT MARC,2025-12-03,ENQ06 Josue Belizaire,3,5,6000,Nourriture,non,28.4,21,+509 37 12 44 98,19.69402,-72.12055,26
uuid:000127-acted,MEN-01093,Casseus,Cap-Haitien,2026-02-21,ENQ06 Josue Belizaire,4,6,6000,Nourriture,non,23.1,0,+50934248705,19.21706,-73.33378,26
uuid:000532-acted,MEN-00486,Estime,Saint-Marc,2025-09-26,ENQ01 Mirlande Delva,4,13,6000,Nourriture,oui,48.2,14,+50948810667,19.46923,-74.18611,17
uuid:000128-acted,MEN-00425,Belizaire,Saint-Marc,2025-12-03,ENQ03 Fabiola Cheri,4,6,6000,Nourriture,oui,61.7,0,+50932059658,18.94401,-72.05164,38
uuid:000013-acted,MEN-00212,Jean-Baptiste,Croix-des-Bouquets,17/01/2026,ENQ05 Nadege Augustin,4,12,9000,Sante,oui,59.6,19,+50941324290,19.23748,-72.95511,30
uuid:000467-acted-bis,MEN-00953,Jean-Baptiste,Dessalines,2026-03-20,ENQ01 Mirlande Delva,5,12,9000,Nourriture,oui,36.4,17,+50945899365,19.00048,-72.76342,23
uuid:000280-acted,MEN-00044,Desir,Mirebalais,2025-11-14,ENQ04 Wisly Dorvil,3,7,6000,Nourriture,non,54.1,22,+50938521627,19.59653,-73.82027,18
uuid:000425-acted,MEN-01065,Charles,Mirebalais,2025-12-24,ENQ06 Josue Belizaire,4,11,9000,Education,non,31.7,10,+50948577701,19.10218,-73.20226,15
uuid:000343-acted,MEN-00743,Cadet,Port-au-Prince,2026-02-07,ENQ06 Josue Belizaire,4,12,9 000,Sante,non,30.1,7,+50935254360,19.58992,-72.03915,46
uuid:000375-acted,MEN-00562,Estime,Mirebalais,2026-01-25,ENQ03 Fabiola Cheri,2,7,7500,Education,non,40.3,12,+50948186690,18.46212,-73.41143,22
uuid:000401-acted,MEN-01171,Charles,Leogane,2025-10-26,ENQ01 Mirlande Delva,3,5,3500,Logement,oui,24.5,20,+50934178836,19.62056,-72.66633,29
uuid:000164-acted,MEN-00363,Beauvoir,Leogane,2025-12-15,ENQ04 Wisly Dorvil,2,12,9000,Nourriture,oui,18.6,16,+50948463411,18.87622,-72.77406,41
uuid:000359-acted,MEN-00268,Beauvoir,Port-au-Prince,2026-01-05,ENQ06 Josue Belizaire,5,8,7500,Agriculture,non,39.1,11,+50937394282,18.50989,-73.05939,31
uuid:000396-acted,MEN-00758,Jean-Baptiste,Gonaïves,2025-12-05,ENQ01 Mirlande Delva,3,8,9000,Nourriture,non,29.0,1,+50936647621,18.69416,-72.89843,19
uuid:000557-acted,MEN-00130,Desir,Gonaïves,2025-10-17,ENQ01 Mirlande Delva,ND,9,6000,Education,non,66.3,13,+50940719597,19.77752,-74.09012,32
uuid:000296-acted,MEN-00698,Lafleur,Cap-Haitien,2025-12-23,ENQ04 Wisly Dorvil,3,12,6000,Agriculture,non,24.2,19,+50944305685,,,29
uuid:000387-acted,MEN-00133,Lherisson,Port-au-Prince,2026-02-21,ENQ06 Josue Belizaire,2,10,7500,Sante,non,33.8,20,+50930963750,19.65113,-73.42013,43
uuid:000324-acted,MEN-00334,Estime,Cap-Haitien,05/09/2025,ENQ06 Josue Belizaire,ND,3,12000,Nourriture,oui,30.3,13,+50947355312,19.61633,-72.96933,24
uuid:000270-acted,MEN-00943,Charles,Cap-Haitien,2025-09-30,ENQ05 Nadege Augustin,3,4,9000,Nourriture,non,44.7,8,+50934223956,18.84998,-73.31531,33
uuid:000265-acted,MEN-00461,Delva,Gonaive,2025-11-18,ENQ01 Mirlande Delva,4,7,7500,Nourriture,non,22.5,23,+50947718153,18.46475,-72.52645,17
uuid:000450-acted,MEN-00825,Moise,Mirebalais,2025-10-24,ENQ06 Josue Belizaire,2,7,9000,Nourriture,oui,16.7,3,+50932390462,19.57473,-72.49291,26
uuid:000445-acted,MEN-01208,LAFLEUR,Cap-Haitien,2025-10-15,ENQ02 Kervens Sanon,5,12,12000,Nourriture,oui,44.1,20,n/a,,,35
uuid:000241-acted,MEN-00705,Cheri,Leogane,2026-01-02,ENQ05 Nadege Augustin,3,10,6000,Nourriture,oui,44.9,13,+50933064382,18.49368,-73.31397,17
uuid:000257-acted,MEN-01057,Cheri,Verrettes,2026-02-07,ENQ05 Nadege Augustin,5,7,5750,Education,oui,35.7,15,+50938471050,19.50306,-72.05415,18
uuid:000467-acted,MEN-00953,Jean-Baptiste,Dessalines,2026-03-20,ENQ01 Mirlande Delva,5,12,9000,Nourriture,oui,36.4,17,+50945899365,19.00048,-72.76342,23
uuid:000136-acted,MEN-00848,Toussaint,Port-au-Prince,2026-01-23,ENQ01 Mirlande Delva,3,16,7500,Nourriture,non,49.9,22,+50947724154,18.81672,-72.25176,37
uuid:000540-acted,MEN-01077,Louis,Leogane,2025-09-13,ENQ05 Nadege Augustin,4,9,6000,Nourriture,oui,28.0,16,+50942336226,,,6
uuid:000057-acted,MEN-00563,Beauvoir,st marc,12/02/2026,ENQ06 Josue Belizaire,4,5,7500,Nourriture,non,32.5,3,+50931941224,18.7667,-72.51976,34
uuid:000216-acted,MEN-00435,Augustin,Cap-Haitien,2026-01-02,ENQ05 Nadege Augustin,4,13,6000,Nourriture,oui,43.8,9,+50933743138,18.90726,-73.44819,35
uuid:000547-acted,MEN-00816,Lherisson,Croix-des-Bouquets,2025-10-28,ENQ01 Mirlande Delva,1,2,12000,Nourriture,non,3.6,9,+50942252488,18.96662,-73.2833,13
uuid:000482-acted,MEN-00809,Duverger,Verrettes,2025-10-08,ENQ04 Wisly Dorvil,3,9,9000,Sante,non,26.7,25,+50949549620,18.72644,-73.32171,26
uuid:000161-acted,MEN-00765,Desir,DESSALINES,2025-12-13,ENQ03 Fabiola Cheri,2,2,6000,Agriculture,non,29.5,16,+50936965347,19.15443,-74.05212,15
uuid:000076-acted,MEN-00901,Pierre,SAINT MARC,2026-02-28,ENQ04 Wisly Dorvil,5,10,9000,Nourriture,non,19.8,13,+50943800463,18.62705,-73.07943,24
uuid:000471-acted,MEN-01150,Moise,Gros-Morne,2026-02-20,ENQ03 Fabiola Cheri,4,0,7500,Nourriture,oui,36.3,1,+50943842740,19.1335,-73.92364,16
uuid:000320-acted,MEN-01030,Delva,Leogane,2026-02-24,ENQ02 Kervens Sanon,3,9,9 000,Nourriture,oui,43.4,9,+50945764301,19.39605,-72.09567,47
uuid:000343-acted-bis,MEN-00743,Cadet,Port-au-Prince,2026-02-07,ENQ06 Josue Belizaire,4,12,9 000,Sante,non,30.1,7,+50935254360,19.58992,-72.03915,46
uuid:000342-acted,MEN-00645,Belizaire,GONAIVES,2025-09-16,ENQ04 Wisly Dorvil,4,6,12000,Dette,oui,42.1,29,+50948578195,19.44562,-73.32376,15
uuid:000101-acted,MEN-00128,Pierre,Croix-des-Bouquets,2025-12-04,ENQ03 Fabiola Cheri,5,8,9000,Dette,non,27.6,4,+50938720870,19.77296,-72.86311,35
uuid:000493-acted,MEN-00503,Cadet,Port-au-Prince,2026-01-03,ENQ06 Josue Belizaire,4,0,7500,Nourriture,non,34.0,12,+50939653044,18.7883,-73.06601,35
uuid:000075-acted,MEN-00377,Beauvoir,Gros-Morne,2026-01-31,ENQ01 Mirlande Delva,4,14,7500,Nourriture,non,63.6,19,+50932220305,18.86081,-72.3513,23
uuid:000332-acted,MEN-01028,Georges,Croix-des-Bouquets,2026-03-25,ENQ04 Wisly Dorvil,5,6,12000,Agriculture,non,19.2,7,+50947631294,18.73707,-72.71994,29
uuid:000023-acted,MEN-00100,Sanon,st marc,2025-10-27,ENQ02 Kervens Sanon,4,11,12000,Nourriture,oui,53.6,17,+50944136832,18.92322,-72.33839,49
uuid:000186-acted,MEN-00373,Beauvoir,SAINT MARC,2026-03-20,ENQ06 Josue Belizaire,1,1,7500,Sante,oui,47.8,11,+50947742598,19.04522,-72.0155,24
uuid:000182-acted,MEN-00572,Toussaint,Cap-Haitien,2026-02-09,ENQ06 Josue Belizaire,5,6,9000,Nourriture,oui,60.2,35,+50937758010,19.64877,-72.64687,29
uuid:000199-acted,MEN-00828,Moise,Verrettes,2026-01-18,ENQ04 Wisly Dorvil,4,9,12000,Autre,oui,35.3,11,+50942945046,18.55077,-73.60409,35
uuid:000193-acted,MEN-00600,Duverger,Port-au-Prince,2025-10-24,ENQ04 Wisly Dorvil,4,5,5750,Logement,oui,35.9,12,+50937004246,19.29002,-73.11372,29
uuid:000419-acted,MEN-00462,Cadet,DESSALINES,2026-01-31,ENQ05 Nadege Augustin,,4,6000,Agriculture,non,24.8,14,+50937029081,18.65688,-73.74408,28
uuid:000188-acted,MEN-00524,Fils-Aime,gonaives,2026-03-08,ENQ01 Mirlande Delva,4,3,12000,Nourriture,oui,41.8,8,+50941420153,18.61112,-73.48614,37
uuid:000163-acted,MEN-00042,Belizaire,Gros-Morne,2026-03-01,ENQ03 Fabiola Cheri,4,9,6000,Education,oui,46.9,24,+50933863227,19.52029,-74.09428,10
uuid:000519-acted,MEN-00293,Lafleur,Port-au-Prince,2026-01-05,ENQ02 Kervens Sanon,4,5,9000,Nourriture,non,63.4,18,+50940603026,19.31865,-73.8476,35
uuid:000221-acted,MEN-00622,Georges,Croix-des-Bouquets,2025-11-16,ENQ02 Kervens Sanon,4,13,6000,Nourriture,non,33.6,12,+50930021148,18.56091,-72.95268,31
uuid:000137-acted,MEN-00780,Desir,st marc,2025-09-19,ENQ05 Nadege Augustin,5,8,6000,Sante,oui,44.5,18,+50945208020,19.38221,-74.18656,37
uuid:000195-acted,MEN-01023,Estime,Gros-Morne,2025-11-05,ENQ06 Josue Belizaire,5,13,7500,Agriculture,non,41.2,14,+509 37 12 44 98,19.37385,-72.63893,32
uuid:000360-acted,MEN-00506,Lherisson,Gros-Morne,2025-11-28,ENQ02 Kervens Sanon,3,17,7500,Logement,oui,7.6,14,+50937963535,19.79457,-73.05422,39
uuid:000338-acted,MEN-00938,Cadet,Mirebalais,2026-01-16,ENQ02 Kervens Sanon,4,5,12000,Nourriture,oui,38.6,11,+50944648802,18.56445,-72.63146,18
uuid:000517-acted,MEN-00489,Dorvil,Cap-Haitien,2025-09-07,ENQ05 Nadege Augustin,3,19,6000,Nourriture,non,40.4,6,+50932773423,,,37
uuid:000081-acted,MEN-00966,Louis,gonaives,2025-09-10,ENQ06 Josue Belizaire,5,0,9000,Education,oui,32.9,20,+50948799897,19.64327,-74.06785,18
uuid:000462-acted,MEN-00209,Desir,Gonaives,2026-01-13,ENQ01 Mirlande Delva,5,13,6000,Nourriture,oui,non collecte,10,+509 37 12 44 98,19.17,-72.62138,18
uuid:000159-acted,MEN-00907,Noel,Leogane,2025-10-03,ENQ02 Kervens Sanon,4,4,12000,Dette,oui,51.8,14,+50936003021,19.07999,-73.11717,34
uuid:000356-acted,MEN-01128,Louis,Verrettes,2025-10-01,ENQ04 Wisly Dorvil,2,11,6000,Dette,oui,43.5,17,+50943003854,18.49931,-72.25647,21
uuid:000318-acted-bis,MEN-00306,Saint-Fleur,gonaives,2026-01-25,ENQ03 Fabiola Cheri,N/A,19,7500,Agriculture,non,43.8,23,+50936684123,19.61677,-72.01567,2
uuid:000018-acted,MEN-00756,Jean-Baptiste,Cap-Haitien,2025-11-21,ENQ03 Fabiola Cheri,4,10,9000,Sante,non,57.9,21,+50949168226,19.75615,-73.74795,19
uuid:000483-acted,MEN-00439,Lafleur,Gros-Morne,2025-09-28,ENQ03 Fabiola Cheri,3,4,7500,Nourriture,non,55.0,14,+50930609104,18.76116,-73.21707,38
uuid:000014-acted,MEN-01013,Fils-Aime,Cap-Haitien,2025-12-15,ENQ02 Kervens Sanon,4,13,9000,Dette,non,51.9,13,+50937593649,18.49643,-73.03171,35
uuid:000061-acted,MEN-00407,Moise,Dessalines,25/09/2025,ENQ04 Wisly Dorvil,5,6,7500,Sante,oui,46.4,6,+50949620438,19.38037,-72.47499,30
uuid:000506-acted,MEN-00492,Fils-Aime,Port-au-Prince,2025-10-11,ENQ06 Josue Belizaire,4,10,7500,Education,oui,52.1,12,+50935932371,19.22535,-73.33596,28
uuid:000373-acted,MEN-00048,Sanon,Leogane,2025-11-26,ENQ05 Nadege Augustin,4,13,7500,Logement,oui,27.8,16,+50944765329,19.08192,-72.42213,19
uuid:000028-acted,MEN-00183,Noel,Mirebalais,2025-11-15,ENQ02 Kervens Sanon,3,7,9250,Dette,oui,11.3,4,+50937582796,19.1153,-73.24865,24
uuid:000156-acted,MEN-00680,Fils-Aime,gonaives,2025-10-03,ENQ04 Wisly Dorvil,5,4,7500,Nourriture,oui,41.2,28,+50943778896,19.56702,-72.91606,14
uuid:000451-acted,MEN-00144,Belizaire,Cap-Haitien,2025-11-20,ENQ03 Fabiola Cheri,3,7,6000,Sante,oui,22.8,1,+50941937605,19.48658,-73.04232,52
uuid:000276-acted,MEN-00846,Dorvil,Croix-des-Bouquets,2026-01-14,ENQ04 Wisly Dorvil,4,9,6000,Nourriture,oui,43.5,19,+50934773738,19.68267,-73.79028,40
uuid:000366-acted,MEN-00752,Lafleur,st marc,2026-02-26,ENQ05 Nadege Augustin,4,6,12000,Sante,non,43.3,7,3712-4498,18.57684,-74.09307,31
uuid:000218-acted,MEN-00605,Desir,Leogane,2025-11-07,ENQ01 Mirlande Delva,1,7,12000,Nourriture,oui,34.3,12,+50948447738,18.7458,-72.19687,36
uuid:000500-acted,MEN-01033,Georges,Verrettes,2026-01-26,ENQ06 Josue Belizaire,5,1,6000,Nourriture,oui,39.3,10,+50934404178,18.47481,-73.03038,19
uuid:000345-acted,MEN-01012,Casseus,Gros-Morne,2025-10-04,ENQ01 Mirlande Delva,4,11,7500,Nourriture,oui,26.8,11,+50933692328,19.37223,-72.91864,21
uuid:000490-acted,MEN-01070,Joseph,Gros-Morne,2026-02-27,ENQ04 Wisly Dorvil,5,3,6000,Dette,oui,35.0,15,+50942122658,19.12635,-73.66616,32
uuid:000546-acted,MEN-00849,Michel,Gros-Morne,20/09/2025,ENQ02 Kervens Sanon,3,19,9000,Sante,oui,41.3,6,+50948742264,19.0809,-74.06015,27
uuid:000333-acted,MEN-01203,Lherisson,Gonaïves,2026-02-08,ENQ02 Kervens Sanon,3,11,12000,Dette,non,54.8,15,+50941961873,19.69918,-73.7746,33
uuid:000384-acted,MEN-00794,Toussaint,SAINT MARC,2026-03-23,ENQ06 Josue Belizaire,4,7,6000,Dette,oui,19.1,14,+50942225479,18.40674,-74.14476,35
uuid:000558-acted,MEN-00726,Desir,Leogane,2025-09-06,ENQ06 Josue Belizaire,3,17,9000,Nourriture,non,68.0,23,+50933019245,19.09234,-72.20001,23
uuid:000125-acted,MEN-00640,Joseph,DESSALINES,2026-01-11,ENQ03 Fabiola Cheri,4,8,9000,Sante,oui,47.0,7,+50932672959,19.15281,-72.23117,29
uuid:000550-acted,MEN-00498,Delva,gonaives,24/01/2026,ENQ06 Josue Belizaire,4,5,6000,Sante,oui,32.6,25,+50946051799,19.41698,-73.27001,30
uuid:000003-acted,MEN-00436,Louis,Leogane,2026-03-28,ENQ02 Kervens Sanon,N/A,7,12000,Nourriture,oui,56.8,17,+50944339408,18.49632,-73.04726,25
uuid:000139-acted,MEN-00936,Etienne,Gros-Morne,2025-09-21,ENQ01 Mirlande Delva,2,8,7500,Agriculture,non,32.8,9,+50932110172,19.76285,-73.32131,21
uuid:000121-acted,MEN-00491,Charles,Cap-Haitien,29/12/2025,ENQ05 Nadege Augustin,4,10,7500,Sante,non,42.6,19,+50949524973,18.72173,-72.17523,15
uuid:000009-acted,MEN-00245,Belizaire,Cap-Haitien,2025-11-18,ENQ04 Wisly Dorvil,3,3,12000,Nourriture,oui,35.5,7,+50949018795,18.63479,-73.25118,29
uuid:000494-acted,MEN-00948,Desir,Verrettes,07/02/2026,ENQ02 Kervens Sanon,2,14,12000,Sante,non,42.4,23,+50939989111,18.78327,-74.09957,40
uuid:000022-acted,MEN-00190,Pierre,St-Marc,2025-10-26,ENQ01 Mirlande Delva,3,11,9000,Agriculture,oui,28.5,21,+50935561361,19.11267,-73.89711,30
uuid:000554-acted,MEN-00117,Joseph,gonaives,2026-03-18,ENQ04 Wisly Dorvil,5,11,12000,Nourriture,non,63.9,19,+50946796092,18.9561,-72.71142,27
uuid:000032-acted,MEN-00540,Estime,Croix-des-Bouquets,2025-11-13,ENQ01 Mirlande Delva,ND,6,9000,Sante,oui,23.5,17,+50937471847,19.55788,-73.87942,2
uuid:000478-acted,MEN-00086,Dorvil,Saint-Marc,2025-12-25,ENQ04 Wisly Dorvil,4,11,7500,Nourriture,oui,48.8,15,+50932200492,18.68796,-73.52474,25
uuid:000406-acted,MEN-00059,Louis,Mirebalais,2025-12-10,ENQ01 Mirlande Delva,4,7,9000,Dette,non,58.2,21,+50946413395,18.87514,-73.5403,30
uuid:000057-acted-bis,MEN-00563,Beauvoir,st marc,12/02/2026,ENQ06 Josue Belizaire,4,5,7500,Nourriture,non,32.5,3,+50931941224,18.7667,-72.51976,34
uuid:000013-acted-bis,MEN-00212,Jean-Baptiste,Croix-des-Bouquets,17/01/2026,ENQ05 Nadege Augustin,4,12,9000,Sante,oui,59.6,19,+50941324290,19.23748,-72.95511,30
uuid:000201-acted,MEN-00702,Casseus,Cap-Haitien,2026-01-12,ENQ03 Fabiola Cheri,3,9,6000,Nourriture,oui,24.7,20,+50949488758,19.64759,-73.54713,35
uuid:000514-acted,MEN-00113,Delva,Mirebalais,2026-03-04,ENQ04 Wisly Dorvil,4,8,6000,Education,oui,20.9,5,+50937719176,19.61468,-72.13952,25
uuid:000319-acted,MEN-00533,Toussaint,Leogane,2026-01-17,ENQ03 Fabiola Cheri,4,16,6000,Nourriture,oui,27.8,13,+50933428522,19.67725,-72.47653,25
uuid:000524-acted,MEN-00153,Lafleur,Cap-Haitien,17/10/2025,ENQ05 Nadege Augustin,2,9,4500,Nourriture,non,47.7,14,+50935967535,,,21
uuid:000510-acted,MEN-00309,Toussaint,Leogane,2026-01-11,ENQ04 Wisly Dorvil,5,0,7500,Nourriture,non,30.5,7,+50949156858,19.39515,-72.36285,15
uuid:000491-acted,MEN-00836,Etienne,Port-au-Prince,2026-02-23,ENQ06 Josue Belizaire,4,6,7500,Education,oui,34.7,0,+50935235533,19.26527,-72.48471,26
uuid:000530-acted,MEN-00456,Saint-Fleur,Cap-Haitien,2025-11-12,ENQ06 Josue Belizaire,1,18,"9,000",Nourriture,oui,39.0,20,+50945817677,19.51306,-72.14158,26
uuid:000212-acted,MEN-00766,Cheri,Gros-Morne,2025-12-12,ENQ04 Wisly Dorvil,3,0,12000,Nourriture,oui,46.9,16,+50946172925,19.44939,-73.1559,30
uuid:000123-acted,MEN-00052,Duverger,Cap-Haitien,2026-02-15,ENQ03 Fabiola Cheri,4,4,6000,Nourriture,oui,44.8,23,+50936256017,18.83738,-73.63984,36
uuid:000371-acted,MEN-01090,Augustin,Gros-Morne,2026-03-05,ENQ02 Kervens Sanon,4,13,12000,Education,oui,25.4,16,+50944525227,19.19954,-72.75445,29
uuid:000157-acted,MEN-00871,Moise,Leogane,2025-12-14,ENQ02 Kervens Sanon,4,15,7500,Nourriture,oui,22.1,5,+50938486607,19.7896,-73.43314,34
uuid:000112-acted,MEN-00843,Duverger,Cap-Haitien,2026-02-18,ENQ05 Nadege Augustin,3,0,6000,Nourriture,oui,40.9,17,+50939234881,19.39553,-73.18808,46
uuid:000498-acted,MEN-01019,Charles,Cap-Haitien,2025-12-13,ENQ01 Mirlande Delva,4,2,6000,Agriculture,oui,43.5,26,50937,18.9016,-72.35568,33
uuid:000060-acted-bis,MEN-00536,Casseus,SAINT MARC,2025-12-08,ENQ03 Fabiola Cheri,4,1,6000,Sante,oui,42.9,3,+50940519061,19.56071,-73.66534,28
uuid:000168-acted,MEN-00493,Cheri,Port-au-Prince,2025-10-26,ENQ02 Kervens Sanon,3,12,6000,Education,non,12.9,43,+50935314261,19.39625,-72.41229,42
uuid:000437-acted,MEN-00143,Augustin,Leogane,2025-10-06,ENQ03 Fabiola Cheri,3,16,7500,Dette,non,48.8,14,+50943132927,19.3863,-72.20906,46
uuid:000063-acted,MEN-00415,Charles,Mirebalais,10-30-2025,ENQ05 Nadege Augustin,4,3,6000,Nourriture,non,40.8,26,+50933926335,18.48608,-73.03206,23
uuid:000196-acted,MEN-00386,Lherisson,Leogane,2026-02-08,ENQ02 Kervens Sanon,2,1,"9,000",Sante,non,41.2,15,50937,18.60621,-73.81911,23
uuid:000397-acted,MEN-00446,Lherisson,Cap-Haitien,2025-10-26,ENQ03 Fabiola Cheri,5,6,9000,Sante,oui,999,1,+50934844091,18.93056,-72.47957,34
uuid:000268-acted,MEN-00887,Michel,Cap-Haitien,2026-01-07,ENQ02 Kervens Sanon,3,11,7500,Education,oui,45.9,19,+50933141699,19.04828,-72.60612,23
uuid:000180-acted,MEN-00282,Belizaire,Verrettes,2026-02-13,ENQ02 Kervens Sanon,5,14,7500,Nourriture,oui,13.3,11,+50930549404,,,28
uuid:000205-acted,MEN-00784,Cheri,Leogane,2025-11-21,ENQ02 Kervens Sanon,4,11,9000,Agriculture,oui,31.7,20,+50941623800,18.52282,-72.31917,16
uuid:000290-acted,MEN-00175,Cadet,Dessaline,20/11/2025,ENQ03 Fabiola Cheri,4,10,12000,Nourriture,non,31.8,19,+50946559171,19.71746,-74.0135,20
uuid:000507-acted,MEN-00007,Toussaint,Gros-Morne,2026-02-24,ENQ06 Josue Belizaire,3,5,12000,Nourriture,oui,40.3,6,+50945596102,18.87295,-73.17727,2
uuid:000334-acted,MEN-00294,Etienne,Croix-des-Bouquets,2025-11-09,ENQ03 Fabiola Cheri,2,9,12000,Sante,non,29.6,0,+50933653207,19.7085,-72.5469,29
uuid:000134-acted,MEN-00608,Jean-Baptiste,Port-au-Prince,2025-12-13,ENQ05 Nadege Augustin,4,8,12000,Nourriture,oui,35.8,0,+50933947053,19.70776,-72.13842,27
uuid:000100-acted,MEN-00115,Alexis,Cap-Haitien,2026-03-05,ENQ03 Fabiola Cheri,3,0,12000,Nourriture,oui,35.8,28,+50936132067,19.47126,-72.55636,37
uuid:000409-acted,MEN-01096,Georges,Croix-des-Bouquets,11/10/2025,ENQ03 Fabiola Cheri,3,7,-,Nourriture,non,21.3,18,+50934790967,19.15699,-74.13642,38
uuid:000302-acted,MEN-00305,Cheri,Port-au-Prince,2025-09-23,ENQ02 Kervens Sanon,3,6,9000,Sante,non,32.9,23,+50949126026,18.44536,-74.04772,36
uuid:000001-acted,MEN-00688,Toussaint,Gonaive,2025-10-12,ENQ03 Fabiola Cheri,3,10,7500,Dette,oui,16.6,23,+50934836957,19.39927,-73.90107,24
uuid:000124-acted,MEN-00560,Dorvil,Leogane,2026-01-10,ENQ02 Kervens Sanon,3,5,6000,Autre,oui,20.4,18,+50931011350,19.48822,-72.16071,32
uuid:000432-acted,MEN-00096,Dorvil,Dessaline,2025-09-09,ENQ02 Kervens Sanon,3,7,12000,Nourriture,non,64.3,22,+50947397417,19.18656,-73.52414,31
uuid:000356-acted-bis,MEN-01128,Louis,Verrettes,2025-10-01,ENQ04 Wisly Dorvil,2,11,6000,Dette,oui,43.5,17,+50943003854,18.49931,-72.25647,21
uuid:000454-acted,MEN-00601,Sanon,Gonaive,2026-03-20,ENQ06 Josue Belizaire,4,10,6000,Nourriture,non,68.5,7,+50940814309,19.71139,-73.86745,25
uuid:000150-acted,MEN-00135,Lherisson,Leogane,2025-10-27,ENQ05 Nadege Augustin,4,7,7500,Sante,oui,39.4,20,+50941777776,19.7696,-73.48418,16
uuid:000224-acted,MEN-00241,Casseus,Leogane,2025-09-15,ENQ02 Kervens Sanon,3,15,7500,Dette,non,32.7,4,+50931980705,18.70548,-72.43069,25
uuid:000388-acted,MEN-00157,Cheri,Leogane,2025-09-09,ENQ05 Nadege Augustin,2,14,7500,Sante,non,49.3,15,+50942791099,19.55774,-73.72744,34
uuid:000096-acted,MEN-00852,Moise,DESSALINES,2026-01-23,ENQ06 Josue Belizaire,4,15,12000,Nourriture,oui,24.4,22,+50940298011,19.28884,-73.05222,37
